actor_first_name,actor_last_name,actor_gender,actor_role,movie_name,movie_year,movie_genre,direcor_first_name,director_last_name
Vincente,Perez,M,Ninja 2,American Ninja V,1993,Action,Bobby Jean,Leonard
Jose,Salvado,M,Ninja 3,American Ninja V,1993,Action,Bobby Jean,Leonard
Carlos (I),Ruiz,M,Ninja 4,American Ninja V,1993,Action,Bobby Jean,Leonard
Tommy,Arias,M,Ninja 5,American Ninja V,1993,Action,Bobby Jean,Leonard
Rufino,Pérez,M,Ninja 6,American Ninja V,1993,Action,Bobby Jean,Leonard
Vicente,Vasquez,M,Ninja 7,American Ninja V,1993,Action,Bobby Jean,Leonard
Freddy,Alvarado,M,Ramon,American Ninja V,1993,Action,Bobby Jean,Leonard
Tadashi,Yamashita,M,Tadashi,American Ninja V,1993,Action,Bobby Jean,Leonard
Tony,Morey,M,Taxi Driver,American Ninja V,1993,Action,Bobby Jean,Leonard
Víctor,Cárdenas,M,Victor Lebon,American Ninja V,1993,Action,Bobby Jean,Leonard
James,Lew,M,Viper,American Ninja V,1993,Action,Bobby Jean,Leonard
Alfredo (I),Sandoval,M,Zubino,American Ninja V,1993,Action,Bobby Jean,Leonard
Ricardo,Dalmacci,M,Andrés Salgado,Amores perros,2000,Drama,Alejandro,González Iñárritu
Ricardo,Dalmacci,M,Andrés Salgado,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Rosa María,Bianchi,F,Aunt Luisa,Amores perros,2000,Drama,Alejandro,González Iñárritu
Rosa María,Bianchi,F,Aunt Luisa,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Edgar (I),González,M,Baby Rodrigo,Amores perros,2000,Drama,Alejandro,González Iñárritu
Edgar (I),González,M,Baby Rodrigo,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Jorge,Arellano,M,Boy Caretaker 1,Amores perros,2000,Drama,Alejandro,González Iñárritu
Jorge,Arellano,M,Boy Caretaker 1,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Jonathan,Herrera,M,Boy Caretaker 2,Amores perros,2000,Drama,Alejandro,González Iñárritu
Jonathan,Herrera,M,Boy Caretaker 2,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Hilda,González,F,Cashier,Amores perros,2000,Drama,Alejandro,González Iñárritu
Hilda,González,F,Cashier,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Bruno,Salgado,M,Champignon,Amores perros,2000,Drama,Alejandro,González Iñárritu
Bruno,Salgado,M,Champignon,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Álvaro,Guerrero,M,Daniel,Amores perros,2000,Drama,Alejandro,González Iñárritu
Álvaro,Guerrero,M,Daniel,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Luisa,Geliz,F,Daniel's Secretary,Amores perros,2000,Drama,Alejandro,González Iñárritu
Luisa,Geliz,F,Daniel's Secretary,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Patricio,Castillo,M,Doctor,Amores perros,2000,Drama,Alejandro,González Iñárritu
Patricio,Castillo,M,Doctor,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Gustavo (I),Muñoz,M,El Chispas,Amores perros,2000,Drama,Alejandro,González Iñárritu
Gustavo (I),Muñoz,M,El Chispas,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Emilio,Echevarría,M,El Chivo - The Goat,Amores perros,2000,Drama,Alejandro,González Iñárritu
Emilio,Echevarría,M,El Chivo - The Goat,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Rodrigo,Ostap,M,El Jaibo,Amores perros,2000,Drama,Alejandro,González Iñárritu
Rodrigo,Ostap,M,El Jaibo,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Leoncio,Torres,M,El Pelón,Amores perros,2000,Drama,Alejandro,González Iñárritu
Leoncio,Torres,M,El Pelón,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Kaziyo,Togawa,F,Fat Lady,Amores perros,2000,Drama,Alejandro,González Iñárritu
Kaziyo,Togawa,F,Fat Lady,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Rodrigo,Murray,M,Gustavo,Amores perros,2000,Drama,Alejandro,González Iñárritu
Rodrigo,Murray,M,Gustavo,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Gustavo,Sánchez Parra,M,Jarocho,Amores perros,2000,Drama,Alejandro,González Iñárritu
Gustavo,Sánchez Parra,M,Jarocho,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Carlo,Bernal,M,Javier,Amores perros,2000,Drama,Alejandro,González Iñárritu
Carlo,Bernal,M,Javier,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Regina,Abad,F,Jimena,Amores perros,2000,Drama,Alejandro,González Iñárritu
Regina,Abad,F,Jimena,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Humberto,Busto,M,Jorge,Amores perros,2000,Drama,Alejandro,González Iñárritu
Humberto,Busto,M,Jorge,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Mauricio,Martínez,M,Judicial Police Agent,Amores perros,2000,Drama,Alejandro,González Iñárritu
Mauricio,Martínez,M,Judicial Police Agent,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Laura,Almela,F,Julieta,Amores perros,2000,Drama,Alejandro,González Iñárritu
Laura,Almela,F,Julieta,Amores perros,2000,Thriller,Alejandro,González Iñárritu
José,Sefami,M,Leonardo,Amores perros,2000,Drama,Alejandro,González Iñárritu
José,Sefami,M,Leonardo,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Adriana,Islas,F,Lina,Amores perros,2000,Drama,Alejandro,González Iñárritu
Adriana,Islas,F,Lina,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Jorge,Salinas,M,Luis,Amores perros,2000,Drama,Alejandro,González Iñárritu
Jorge,Salinas,M,Luis,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Adriana,Varone,F,Luis's Mistress,Amores perros,2000,Drama,Alejandro,González Iñárritu
Adriana,Varone,F,Luis's Mistress,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Gema,Aparicio,F,Maid,Amores perros,2000,Drama,Alejandro,González Iñárritu
Gema,Aparicio,F,Maid,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Ernesto,Bog,M,Man 1,Amores perros,2000,Drama,Alejandro,González Iñárritu
Ernesto,Bog,M,Man 1,Amores perros,2000,Thriller,Alejandro,González Iñárritu
José Luis,Barraza,M,Man 2,Amores perros,2000,Drama,Alejandro,González Iñárritu
José Luis,Barraza,M,Man 2,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Carlos,Samperio,M,Man at Junkyard,Amores perros,2000,Drama,Alejandro,González Iñárritu
Carlos,Samperio,M,Man at Junkyard,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Jean Paul,Bierry,M,Man at Meeting,Amores perros,2000,Drama,Alejandro,González Iñárritu
Jean Paul,Bierry,M,Man at Meeting,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Lourdes,Echevarría,F,Maru,Amores perros,2000,Drama,Alejandro,González Iñárritu
Lourdes,Echevarría,F,Maru,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Gerardo,Campbell,M,Mauricio,Amores perros,2000,Drama,Alejandro,González Iñárritu
Gerardo,Campbell,M,Mauricio,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Ana María (III),González,F,Nurse,Amores perros,2000,Drama,Alejandro,González Iñárritu
Ana María (III),González,F,Nurse,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Gael,García Bernal,M,Octavio,Amores perros,2000,Drama,Alejandro,González Iñárritu
Gael,García Bernal,M,Octavio,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Adriana,Barraza,F,Octavio's Mother,Amores perros,2000,Drama,Alejandro,González Iñárritu
Adriana,Barraza,F,Octavio's Mother,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Juan Manuel,Ramos,M,Policeman,Amores perros,2000,Drama,Alejandro,González Iñárritu
Juan Manuel,Ramos,M,Policeman,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Marco,Pérez,M,Ramiro,Amores perros,2000,Drama,Alejandro,González Iñárritu
Marco,Pérez,M,Ramiro,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Heriberto,Castillo,M,Stranger,Amores perros,2000,Drama,Alejandro,González Iñárritu
Heriberto,Castillo,M,Stranger,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Vanessa,Bauche,F,Susana,Amores perros,2000,Drama,Alejandro,González Iñárritu
Vanessa,Bauche,F,Susana,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Dunia,Saldívar,F,Susana's Mother,Amores perros,2000,Drama,Alejandro,González Iñárritu
Dunia,Saldívar,F,Susana's Mother,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Roberto (I),Medina,M,TV Announcer,Amores perros,2000,Drama,Alejandro,González Iñárritu
Roberto (I),Medina,M,TV Announcer,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Ángeles,Marín,F,TV Announcer,Amores perros,2000,Drama,Alejandro,González Iñárritu
Ángeles,Marín,F,TV Announcer,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Goya,Toledo,F,Valeria,Amores perros,2000,Drama,Alejandro,González Iñárritu
Goya,Toledo,F,Valeria,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Alma Rocío,González,F,Woman at Meeting,Amores perros,2000,Drama,Alejandro,González Iñárritu
Alma Rocío,González,F,Woman at Meeting,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Dagoberto,Gama,M,Álvaro,Amores perros,2000,Drama,Alejandro,González Iñárritu
Dagoberto,Gama,M,Álvaro,Amores perros,2000,Thriller,Alejandro,González Iñárritu
Murray (I),Hamilton,M,Alphonse Paquette,Anatomy of a Murder,1959,Drama,Otto,Preminger
Murray (I),Hamilton,M,Alphonse Paquette,Anatomy of a Murder,1959,Mystery,Otto,Preminger
James (III),Waters,M,Army Sergeant 1st Class,Anatomy of a Murder,1959,Drama,Otto,Preminger
James (III),Waters,M,Army Sergeant 1st Class,Anatomy of a Murder,1959,Mystery,Otto,Preminger
George C.,Scott,M,Asst. State Atty. Gen. Claude,Anatomy of a Murder,1959,Drama,Otto,Preminger
George C.,Scott,M,Asst. State Atty. Gen. Claude,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Jimmy,Conlin,M,Clarence Madigan,Anatomy of a Murder,1959,Drama,Otto,Preminger
Jimmy,Conlin,M,Clarence Madigan,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Lloyd,Le Vasseur,M,Court Clerk,Anatomy of a Murder,1959,Drama,Otto,Preminger
Lloyd,Le Vasseur,M,Court Clerk,Anatomy of a Murder,1959,Mystery,Otto,Preminger
John,Qualen,M,Deputy Sheriff Sulo,Anatomy of a Murder,1959,Drama,Otto,Preminger
John,Qualen,M,Deputy Sheriff Sulo,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Ken,Lynch,M,Det. Sgt. James Durgo,Anatomy of a Murder,1959,Drama,Otto,Preminger
Ken,Lynch,M,Det. Sgt. James Durgo,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Brooks,West,M,Dist. Atty. Mitch Lodwick,Anatomy of a Murder,1959,Drama,Otto,Preminger
Brooks,West,M,Dist. Atty. Mitch Lodwick,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Irv,Kupcinet,M,Distinguished gentleman,Anatomy of a Murder,1959,Drama,Otto,Preminger
Irv,Kupcinet,M,Distinguished gentleman,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Howard,McNear,M,Dr. Dompierre,Anatomy of a Murder,1959,Drama,Otto,Preminger
Howard,McNear,M,Dr. Dompierre,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Orson,Bean,M,Dr. Matthew Smith,Anatomy of a Murder,1959,Drama,Otto,Preminger
Orson,Bean,M,Dr. Matthew Smith,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Ned,Wever,M,Dr. Raschid,Anatomy of a Murder,1959,Drama,Otto,Preminger
Ned,Wever,M,Dr. Raschid,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Alexander (I),Campbell,M,Dr. W. Gregory Harcourt,Anatomy of a Murder,1959,Drama,Otto,Preminger
Alexander (I),Campbell,M,Dr. W. Gregory Harcourt,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Don (I),Ross,M,Duane 'Duke' Miller,Anatomy of a Murder,1959,Drama,Otto,Preminger
Don (I),Ross,M,Duane 'Duke' Miller,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Russ (I),Brown,M,George Lemon,Anatomy of a Murder,1959,Drama,Otto,Preminger
Russ (I),Brown,M,George Lemon,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Joseph N.,Welch,M,Judge Weaver,Anatomy of a Murder,1959,Drama,Otto,Preminger
Joseph N.,Welch,M,Judge Weaver,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Mrs. Joseph,Welch,F,Juror,Anatomy of a Murder,1959,Drama,Otto,Preminger
Mrs. Joseph,Welch,F,Juror,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Lee,Remick,F,Laura Manion,Anatomy of a Murder,1959,Drama,Otto,Preminger
Lee,Remick,F,Laura Manion,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Joseph (I),Kearns,M,Lloyd Burke,Anatomy of a Murder,1959,Drama,Otto,Preminger
Joseph (I),Kearns,M,Lloyd Burke,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Ben,Gazzara,M,Lt. Frederick Manion,Anatomy of a Murder,1959,Drama,Otto,Preminger
Ben,Gazzara,M,Lt. Frederick Manion,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Eve,Arden,F,Maida Rutledge,Anatomy of a Murder,1959,Drama,Otto,Preminger
Eve,Arden,F,Maida Rutledge,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Kathryn (I),Grant,F,Mary Pilant,Anatomy of a Murder,1959,Drama,Otto,Preminger
Kathryn (I),Grant,F,Mary Pilant,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Arthur,O'Connell,M,Parnell Emmett McCarthy,Anatomy of a Murder,1959,Drama,Otto,Preminger
Arthur,O'Connell,M,Parnell Emmett McCarthy,Anatomy of a Murder,1959,Mystery,Otto,Preminger
James (I),Stewart,M,Paul Biegler,Anatomy of a Murder,1959,Drama,Otto,Preminger
James (I),Stewart,M,Paul Biegler,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Duke,Ellington,M,Pie Eye,Anatomy of a Murder,1959,Drama,Otto,Preminger
Duke,Ellington,M,Pie Eye,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Royal,Beal,M,Sheriff Battisfore,Anatomy of a Murder,1959,Drama,Otto,Preminger
Royal,Beal,M,Sheriff Battisfore,Anatomy of a Murder,1959,Mystery,Otto,Preminger
Charles (I),Holt,M,Angel,Anne B. Real,2003,Drama,Lisa,France
Kip,Evans,M,Bouncer #2,Anne B. Real,2003,Drama,Lisa,France
Doug,Aguirre,M,Cop #5,Anne B. Real,2003,Drama,Lisa,France
Janice,Richardson,F,Cynthia Gimenez,Anne B. Real,2003,Drama,Lisa,France
David,Zayas,M,Cynthia's Dad,Anne B. Real,2003,Drama,Lisa,France
Geronimo,Frias,M,Darius,Anne B. Real,2003,Drama,Lisa,France
Eric (X),Smith,M,Deuce,Anne B. Real,2003,Drama,Lisa,France
Lady,May,F,Fendi,Anne B. Real,2003,Drama,Lisa,France
'Nesta',Ward,M,Frank,Anne B. Real,2003,Drama,Lisa,France
David,Cera,M,Gomez,Anne B. Real,2003,Drama,Lisa,France
Sherri,Saum,F,Janet Gimenez,Anne B. Real,2003,Drama,Lisa,France
Adam,Scarimbolo,M,Jeremy,Anne B. Real,2003,Drama,Lisa,France
Ephraim,Benton,M,Jerome,Anne B. Real,2003,Drama,Lisa,France
Carlos (II),Leon,M,Juan Gimenez,Anne B. Real,2003,Drama,Lisa,France
Jackie,Quinones,F,Kitty,Anne B. Real,2003,Drama,Lisa,France
Antonio,Macia,M,Michael Dominguez,Anne B. Real,2003,Drama,Lisa,France
Nelson,Landrieu,M,Mr. Dominguez,Anne B. Real,2003,Drama,Lisa,France
Jackie,Martling,M,Mr. Hanger,Anne B. Real,2003,Drama,Lisa,France
Denia,Brache,F,Mrs. Gimenez,Anne B. Real,2003,Drama,Lisa,France
Ernie,Hudson,M,Principal Davis,Anne B. Real,2003,Drama,Lisa,France
Jason,Furiani,M,Recording Engineer,Anne B. Real,2003,Drama,Lisa,France
Mike (I),Starr,M,Ron,Anne B. Real,2003,Drama,Lisa,France
Luis,Moro,M,Tommy Morrel,Anne B. Real,2003,Drama,Lisa,France
Gabrielle,Hanover,F,Waitress,Anne B. Real,2003,Drama,Lisa,France
John,Glover,M,Actor Boy Friend,Annie Hall,1977,Comedy,Woody,Allen
John,Glover,M,Actor Boy Friend,Annie Hall,1977,Romance,Woody,Allen
Charles,Levin,M,Actor in Rehearsal,Annie Hall,1977,Comedy,Woody,Allen
Charles,Levin,M,Actor in Rehearsal,Annie Hall,1977,Romance,Woody,Allen
Tracey,Walter,M,Actor in Rob's TV Show,Annie Hall,1977,Comedy,Woody,Allen
Tracey,Walter,M,Actor in Rob's TV Show,Annie Hall,1977,Romance,Woody,Allen
Robin Mary,Paris,F,Actress in Rehearsal,Annie Hall,1977,Comedy,Woody,Allen
Robin Mary,Paris,F,Actress in Rehearsal,Annie Hall,1977,Romance,Woody,Allen
Beverly,D'Angelo,F,Actress in Rob's TV Show,Annie Hall,1977,Comedy,Woody,Allen
Beverly,D'Angelo,F,Actress in Rob's TV Show,Annie Hall,1977,Romance,Woody,Allen
Carol (I),Kane,F,Allison Portchnik,Annie Hall,1977,Comedy,Woody,Allen
Carol (I),Kane,F,Allison Portchnik,Annie Hall,1977,Romance,Woody,Allen
Woody,Allen,M,Alvy Singer,Annie Hall,1977,Comedy,Woody,Allen
Woody,Allen,M,Alvy Singer,Annie Hall,1977,Romance,Woody,Allen
Jonathan,Munk,M,Alvy Singer at 9,Annie Hall,1977,Comedy,Woody,Allen
Jonathan,Munk,M,Alvy Singer at 9,Annie Hall,1977,Romance,Woody,Allen
Ruth,Volner,F,Alvy's Aunt,Annie Hall,1977,Comedy,Woody,Allen
Ruth,Volner,F,Alvy's Aunt,Annie Hall,1977,Romance,Woody,Allen
James,Balter,M,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
James,Balter,M,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Keith,Dentice,M,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
Keith,Dentice,M,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Eric (I),Gould,M,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
Eric (I),Gould,M,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Hamit,Perezie,M,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
Hamit,Perezie,M,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
David,Wier,M,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
David,Wier,M,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Amy,Levitan,F,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
Amy,Levitan,F,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Susan,Mellinger,F,Alvy's Classmate,Annie Hall,1977,Comedy,Woody,Allen
Susan,Mellinger,F,Alvy's Classmate,Annie Hall,1977,Romance,Woody,Allen
Sigourney,Weaver,F,Alvy's Date Outside Theatre,Annie Hall,1977,Comedy,Woody,Allen
Sigourney,Weaver,F,Alvy's Date Outside Theatre,Annie Hall,1977,Romance,Woody,Allen
Humphrey,Davis,M,Alvy's Psychiatrist,Annie Hall,1977,Comedy,Woody,Allen
Humphrey,Davis,M,Alvy's Psychiatrist,Annie Hall,1977,Romance,Woody,Allen
Martin,Rosenblatt,M,Alvy's Uncle,Annie Hall,1977,Comedy,Woody,Allen
Martin,Rosenblatt,M,Alvy's Uncle,Annie Hall,1977,Romance,Woody,Allen
Diane,Keaton,F,Annie Hall,Annie Hall,1977,Comedy,Woody,Allen
Diane,Keaton,F,Annie Hall,Annie Hall,1977,Romance,Woody,Allen
Walter,Bernstein,M,Annie's Date Outside Theatre,Annie Hall,1977,Comedy,Woody,Allen
Walter,Bernstein,M,Annie's Date Outside Theatre,Annie Hall,1977,Romance,Woody,Allen
Veronica,Radburn,F,Annie's Psychiatrist,Annie Hall,1977,Comedy,Woody,Allen
Veronica,Radburn,F,Annie's Psychiatrist,Annie Hall,1977,Romance,Woody,Allen
Rashel,Novikoff,F,Aunt Tessie,Annie Hall,1977,Comedy,Woody,Allen
Rashel,Novikoff,F,Aunt Tessie,Annie Hall,1977,Romance,Woody,Allen
John,Doumanian,M,Coke Fiend,Annie Hall,1977,Comedy,Woody,Allen
John,Doumanian,M,Coke Fiend,Annie Hall,1977,Romance,Woody,Allen
Dan,Ruskin,M,Comedian at Rally,Annie Hall,1977,Comedy,Woody,Allen
Dan,Ruskin,M,Comedian at Rally,Annie Hall,1977,Romance,Woody,Allen
Johnny,Haymer,M,Comic,Annie Hall,1977,Comedy,Woody,Allen
Johnny,Haymer,M,Comic,Annie Hall,1977,Romance,Woody,Allen
Bernie,Styles,M,Comic's Agent,Annie Hall,1977,Comedy,Woody,Allen
Bernie,Styles,M,Comic's Agent,Annie Hall,1977,Romance,Woody,Allen
Chris,Gampel,M,Doctor in Brooklyn,Annie Hall,1977,Comedy,Woody,Allen
Chris,Gampel,M,Doctor in Brooklyn,Annie Hall,1977,Romance,Woody,Allen
Christine,Jones,F,Dorrie,Annie Hall,1977,Comedy,Woody,Allen
Christine,Jones,F,Dorrie,Annie Hall,1977,Romance,Woody,Allen
Christopher,Walken,M,Duane Hall,Annie Hall,1977,Comedy,Woody,Allen
Christopher,Walken,M,Duane Hall,Annie Hall,1977,Romance,Woody,Allen
Helen,Ludlam,F,Grammy Hall,Annie Hall,1977,Comedy,Woody,Allen
Helen,Ludlam,F,Grammy Hall,Annie Hall,1977,Romance,Woody,Allen
Dick,Cavett,M,Himself,Annie Hall,1977,Comedy,Woody,Allen
Dick,Cavett,M,Himself,Annie Hall,1977,Romance,Woody,Allen
Marshall,McLuhan,M,Himself,Annie Hall,1977,Comedy,Woody,Allen
Marshall,McLuhan,M,Himself,Annie Hall,1977,Romance,Woody,Allen
Vince,O'Brien,M,Hotel Doctor,Annie Hall,1977,Comedy,Woody,Allen
Vince,O'Brien,M,Hotel Doctor,Annie Hall,1977,Romance,Woody,Allen
Wendy,Girard,F,Janet,Annie Hall,1977,Comedy,Woody,Allen
Wendy,Girard,F,Janet,Annie Hall,1977,Romance,Woody,Allen
Hy,Anzell,M,Joey Nichols,Annie Hall,1977,Comedy,Woody,Allen
Hy,Anzell,M,Joey Nichols,Annie Hall,1977,Romance,Woody,Allen
John Dennis,Johnston,M,L.A. Policeman,Annie Hall,1977,Comedy,Woody,Allen
John Dennis,Johnston,M,L.A. Policeman,Annie Hall,1977,Romance,Woody,Allen
William,Callaway,M,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
William,Callaway,M,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Jeff,Goldblum,M,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
Jeff,Goldblum,M,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Alan,Landers,M,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
Alan,Landers,M,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Jim,McKrell,M,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
Jim,McKrell,M,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Roger,Newman,M,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
Roger,Newman,M,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Jean Sarah,Frost,F,Lacey Party Guest,Annie Hall,1977,Comedy,Woody,Allen
Jean Sarah,Frost,F,Lacey Party Guest,Annie Hall,1977,Romance,Woody,Allen
Ved,Bandhu,M,Maharishi,Annie Hall,1977,Comedy,Woody,Allen
Ved,Bandhu,M,Maharishi,Annie Hall,1977,Romance,Woody,Allen
Bob,Maroff,M,Man #1 Outside Theatre,Annie Hall,1977,Comedy,Woody,Allen
Bob,Maroff,M,Man #1 Outside Theatre,Annie Hall,1977,Romance,Woody,Allen
Rick,Petrucelli,M,Man #2 Outside Theatre,Annie Hall,1977,Comedy,Woody,Allen
Rick,Petrucelli,M,Man #2 Outside Theatre,Annie Hall,1977,Romance,Woody,Allen
Gary,Mule Deer,M,Man at Health Food Restaurant,Annie Hall,1977,Comedy,Woody,Allen
Gary,Mule Deer,M,Man at Health Food Restaurant,Annie Hall,1977,Romance,Woody,Allen
Russell (I),Horton,M,Man in Theatre Line,Annie Hall,1977,Comedy,Woody,Allen
Russell (I),Horton,M,Man in Theatre Line,Annie Hall,1977,Romance,Woody,Allen
Mary (I),Boylan,F,Miss Reed,Annie Hall,1977,Comedy,Woody,Allen
Mary (I),Boylan,F,Miss Reed,Annie Hall,1977,Romance,Woody,Allen
Donald,Symington,M,Mr. Hall,Annie Hall,1977,Comedy,Woody,Allen
Donald,Symington,M,Mr. Hall,Annie Hall,1977,Romance,Woody,Allen
Mordecai,Lawner,M,Mr. Singer,Annie Hall,1977,Comedy,Woody,Allen
Mordecai,Lawner,M,Mr. Singer,Annie Hall,1977,Romance,Woody,Allen
Colleen,Dewhurst,F,Mrs. Hall,Annie Hall,1977,Comedy,Woody,Allen
Colleen,Dewhurst,F,Mrs. Hall,Annie Hall,1977,Romance,Woody,Allen
Joan,Neuman,F,Mrs. Singer,Annie Hall,1977,Comedy,Woody,Allen
Joan,Neuman,F,Mrs. Singer,Annie Hall,1977,Romance,Woody,Allen
Mark,Lenard,M,Navy Officer on Dick Cavett S,Annie Hall,1977,Comedy,Woody,Allen
Mark,Lenard,M,Navy Officer on Dick Cavett S,Annie Hall,1977,Romance,Woody,Allen
Shelley,Duvall,F,Pam,Annie Hall,1977,Comedy,Woody,Allen
Shelley,Duvall,F,Pam,Annie Hall,1977,Romance,Woody,Allen
Michael,Karm,M,Rehearsal Director,Annie Hall,1977,Comedy,Woody,Allen
Michael,Karm,M,Rehearsal Director,Annie Hall,1977,Romance,Woody,Allen
Wayne,Carson,M,Rehearsal Stage Manager,Annie Hall,1977,Comedy,Woody,Allen
Wayne,Carson,M,Rehearsal Stage Manager,Annie Hall,1977,Romance,Woody,Allen
Tony (I),Roberts,M,Rob,Annie Hall,1977,Comedy,Woody,Allen
Tony (I),Roberts,M,Rob,Annie Hall,1977,Romance,Woody,Allen
Janet,Margolin,F,Robin,Annie Hall,1977,Comedy,Woody,Allen
Janet,Margolin,F,Robin,Annie Hall,1977,Romance,Woody,Allen
Gary (I),Allen,M,School Teacher,Annie Hall,1977,Comedy,Woody,Allen
Gary (I),Allen,M,School Teacher,Annie Hall,1977,Romance,Woody,Allen
Frank,Vohs,M,School Teacher,Annie Hall,1977,Comedy,Woody,Allen
Frank,Vohs,M,School Teacher,Annie Hall,1977,Romance,Woody,Allen
Sybil,Bowan,F,School Teacher,Annie Hall,1977,Comedy,Woody,Allen
Sybil,Bowan,F,School Teacher,Annie Hall,1977,Romance,Woody,Allen
Margaretta,Warwick,F,School Teacher,Annie Hall,1977,Comedy,Woody,Allen
Margaretta,Warwick,F,School Teacher,Annie Hall,1977,Romance,Woody,Allen
James,Burge,M,Street Stranger,Annie Hall,1977,Comedy,Woody,Allen
James,Burge,M,Street Stranger,Annie Hall,1977,Romance,Woody,Allen
Albert,Ottenheimer,M,Street Stranger,Annie Hall,1977,Comedy,Woody,Allen
